transaction_id,customer_id,amount,transaction_time,channel,merchant_category,merchant_id,location,is_fraud
TXN_00001132,CUST_01617,536.6780803416133,2024-11-06 12:31:09.597062,mobile,restaurant,MERCH_2393,Location_023,False
TXN_00001133,CUST_00291,208.63988707052863,2025-05-01 10:57:09.597062,mobile,gas,MERCH_2472,Location_051,False
TXN_00001134,CUST_00520,21.250637432141563,2024-10-19 20:29:09.597062,mobile,gas,MERCH_8630,Location_024,False
TXN_00001135,CUST_01534,241.17129677545717,2025-03-15 07:40:09.597062,online,entertainment,MERCH_3715,Location_013,False
TXN_00001136,CUST_00314,122.75141871009151,2024-09-25 02:35:09.597062,in_store,retail,MERCH_7319,Location_024,False
TXN_00001137,CUST_00315,302.2648203328702,2024-12-14 16:23:09.597062,mobile,entertainment,MERCH_7597,Location_040,False
TXN_00001138,CUST_01771,40.25352048490288,2024-12-30 16:27:09.597062,in_store,grocery,MERCH_8235,Location_095,False
TXN_00001139,CUST_01458,29.456998016140588,2024-12-11 11:04:09.597062,in_store,entertainment,MERCH_3080,Location_009,False
TXN_00001140,CUST_01094,41.155232556037305,2024-08-18 23:28:09.597062,in_store,gas,MERCH_4994,Location_037,False
TXN_00001141,CUST_00240,312.7371201755702,2024-07-15 06:38:09.597062,online,retail,MERCH_7663,Location_087,False
TXN_00001142,CUST_01393,40.70933537068815,2025-04-11 10:28:09.597062,online,entertainment,MERCH_5830,Location_063,False
TXN_00001143,CUST_01098,199.9241638726739,2024-08-30 01:38:09.597062,in_store,restaurant,MERCH_7714,Location_065,False
TXN_00001144,CUST_00295,121.76088333451474,2024-12-18 09:27:09.597062,in_store,retail,MERCH_7872,Location_079,False
TXN_00001145,CUST_01791,39.7434404300329,2024-07-20 09:39:09.597062,in_store,restaurant,MERCH_3118,Location_027,False
TXN_00001146,CUST_00642,228.8913258028197,2025-01-20 21:49:09.597062,online,restaurant,MERCH_5079,Location_008,False
TXN_00001147,CUST_00149,233.18147126312147,2024-12-12 11:01:09.597062,online,entertainment,MERCH_6901,Location_018,False
TXN_00001148,CUST_00936,121.13097632039671,2025-06-13 02:26:09.597062,online,retail,MERCH_3915,Location_077,False
TXN_00001149,CUST_01967,267.61326913391406,2025-02-20 21:18:09.597062,mobile,retail,MERCH_1848,Location_093,False
TXN_00001150,CUST_00474,64.22379804163955,2024-09-10 17:44:09.597062,mobile,restaurant,MERCH_3991,Location_052,False
TXN_00001151,CUST_01915,97.85109928642436,2025-03-06 00:52:09.597062,in_store,restaurant,MERCH_8234,Location_042,False
TXN_00001152,CUST_01049,61.31193769676566,2024-10-26 17:10:09.597062,in_store,gas,MERCH_5198,Location_072,False
TXN_00001153,CUST_00898,68.30505303055146,2025-02-19 13:54:09.597062,online,restaurant,MERCH_9459,Location_010,False
TXN_00001154,CUST_00940,81.43889283695577,2024-10-22 06:53:09.597062,in_store,retail,MERCH_3954,Location_048,False
TXN_00001155,CUST_00899,204.75057940105057,2025-03-12 05:55:09.597062,in_store,restaurant,MERCH_4841,Location_026,False
TXN_00001156,CUST_00655,135.89803985441426,2025-03-05 20:36:09.597062,mobile,grocery,MERCH_4023,Location_014,False
TXN_00001157,CUST_01111,504.27063791205416,2024-09-18 04:09:09.597062,in_store,grocery,MERCH_6847,Location_071,False
TXN_00001158,CUST_00556,269.9920410189827,2025-05-07 17:46:09.597062,online,retail,MERCH_8518,Location_085,False
TXN_00001159,CUST_01472,293.4693710264469,2025-02-25 04:26:09.597062,online,restaurant,MERCH_8530,Location_066,False
TXN_00001160,CUST_00591,498.1572875035133,2025-07-08 08:01:09.597062,online,entertainment,MERCH_8937,Location_005,False
TXN_00001161,CUST_01126,101.94935772543977,2025-07-06 03:22:09.597062,in_store,gas,MERCH_2482,Location_024,False
TXN_00001162,CUST_01773,75.19265384697145,2024-08-23 16:39:09.597062,online,restaurant,MERCH_7064,Location_027,False
TXN_00001163,CUST_01003,283.1773168290713,2024-11-15 01:14:09.597062,mobile,restaurant,MERCH_6792,Location_057,False
TXN_00001164,CUST_01591,415.3567811185531,2024-09-27 01:56:09.597062,mobile,gas,MERCH_3627,Location_067,False
TXN_00001165,CUST_01217,155.73210746826564,2024-08-26 08:48:09.597062,online,grocery,MERCH_5757,Location_095,False
TXN_00001166,CUST_01240,166.57474813938856,2025-04-29 22:15:09.597062,mobile,entertainment,MERCH_4880,Location_088,False
TXN_00001167,CUST_00579,106.8218817636531,2024-07-28 19:20:09.597062,mobile,restaurant,MERCH_3223,Location_005,False
TXN_00001168,CUST_00060,209.20622026983315,2024-12-12 13:31:09.597062,mobile,retail,MERCH_4019,Location_078,False
TXN_00001169,CUST_00066,76.69525647562878,2025-06-09 11:36:09.597062,in_store,entertainment,MERCH_7223,Location_031,False
TXN_00001170,CUST_01002,216.0433101215817,2025-06-15 15:13:09.597062,mobile,restaurant,MERCH_9896,Location_091,False
TXN_00001171,CUST_00580,98.30563105295442,2025-01-14 22:43:09.597062,mobile,retail,MERCH_9327,Location_077,False
TXN_00001172,CUST_01715,47.360041349386556,2025-01-31 02:20:09.597062,mobile,restaurant,MERCH_2185,Location_061,False
TXN_00001173,CUST_00999,71.81162661450885,2024-09-14 18:49:09.597062,mobile,entertainment,MERCH_2160,Location_090,False
TXN_00001174,CUST_01728,55.7875750028129,2025-01-28 22:13:09.597062,online,entertainment,MERCH_9424,Location_072,False
TXN_00001175,CUST_01687,27.05870581953737,2025-01-14 16:50:09.597062,mobile,retail,MERCH_3489,Location_087,False
TXN_00001176,CUST_00909,34.16169145490076,2024-11-05 22:34:09.597062,in_store,gas,MERCH_7512,Location_050,False
TXN_00001177,CUST_01902,116.22163454210533,2025-05-09 22:25:09.597062,mobile,retail,MERCH_7558,Location_098,True
TXN_00001178,CUST_00534,860.1726842936212,2024-11-26 20:37:09.597062,mobile,restaurant,MERCH_2797,Location_052,False
TXN_00001179,CUST_01597,70.55444914959801,2025-02-12 21:45:09.597062,mobile,retail,MERCH_4450,Location_035,False
TXN_00001180,CUST_01979,244.30048902949605,2024-11-20 05:34:09.597062,online,grocery,MERCH_5527,Location_082,False
TXN_00001181,CUST_01494,183.49707396853321,2025-03-09 04:46:09.597062,in_store,grocery,MERCH_7988,Location_028,False
TXN_00001182,CUST_01104,268.23797702047443,2024-08-12 21:39:09.597062,online,gas,MERCH_7299,Location_089,False
TXN_00001183,CUST_01561,320.90610183194474,2024-12-15 15:17:09.597062,online,retail,MERCH_2154,Location_022,False
TXN_00001184,CUST_01661,82.30634369087369,2024-09-25 02:04:09.597062,mobile,entertainment,MERCH_8450,Location_014,False
TXN_00001185,CUST_00829,177.5568200001469,2025-05-23 14:42:09.597062,mobile,restaurant,MERCH_4768,Location_075,False
TXN_00001186,CUST_01941,41.818467854641106,2024-11-01 10:36:09.597062,online,restaurant,MERCH_5647,Location_026,False
TXN_00001187,CUST_00362,128.250998770116,2025-04-14 06:50:09.597062,mobile,grocery,MERCH_6266,Location_026,False
TXN_00001188,CUST_00475,346.0830995346677,2025-05-24 15:10:09.597062,mobile,entertainment,MERCH_4174,Location_015,False
TXN_00001189,CUST_00726,550.5368531125846,2025-01-01 08:05:09.597062,in_store,retail,MERCH_5178,Location_045,False
TXN_00001190,CUST_00858,356.67770526465563,2024-07-30 11:16:09.597062,mobile,entertainment,MERCH_8220,Location_082,False
TXN_00001191,CUST_00971,45.33131215856278,2024-11-16 20:35:09.597062,in_store,entertainment,MERCH_8488,Location_006,False
TXN_00001192,CUST_00583,1060.1898239375723,2025-01-18 22:16:09.597062,online,restaurant,MERCH_1157,Location_063,False
TXN_00001193,CUST_00326,210.62260152008827,2025-03-02 06:30:09.597062,mobile,gas,MERCH_5923,Location_013,False
TXN_00001194,CUST_00165,937.9153207360424,2024-10-23 08:10:09.597062,online,retail,MERCH_8295,Location_070,False
TXN_00001195,CUST_00471,460.8861778443132,2024-12-27 07:47:09.597062,in_store,retail,MERCH_6569,Location_067,False
TXN_00001196,CUST_00126,937.30933826967,2025-02-28 15:02:09.597062,mobile,retail,MERCH_4017,Location_068,False
TXN_00001197,CUST_00367,395.20415548858074,2024-12-01 09:16:09.597062,in_store,grocery,MERCH_2038,Location_027,False
TXN_00001198,CUST_01843,156.9697192244627,2024-09-17 08:46:09.597062,in_store,retail,MERCH_7843,Location_052,False
TXN_00001199,CUST_00396,69.66826608123962,2025-02-11 22:15:09.597062,mobile,gas,MERCH_7570,Location_096,False
TXN_00001200,CUST_00208,124.3841692798035,2024-12-19 21:23:09.597062,mobile,entertainment,MERCH_4990,Location_039,False
TXN_00001201,CUST_00247,156.3562307357154,2024-08-30 22:30:09.597062,in_store,retail,MERCH_9537,Location_048,False
TXN_00001202,CUST_01270,1221.004083860572,2024-10-09 18:15:09.597062,online,gas,MERCH_5945,Location_075,False
TXN_00001203,CUST_01367,66.87587867476772,2024-12-13 21:57:09.597062,online,restaurant,MERCH_7774,Location_079,False
TXN_00001204,CUST_00942,80.23594467526901,2025-01-20 16:56:09.597062,mobile,restaurant,MERCH_3187,Location_009,False
TXN_00001205,CUST_00541,50.90899356312974,2024-07-23 20:16:09.597062,mobile,entertainment,MERCH_9887,Location_049,False
TXN_00001206,CUST_00662,228.55634265760665,2025-05-08 04:13:09.597062,mobile,grocery,MERCH_7361,Location_038,False
TXN_00001207,CUST_00186,94.65602063560969,2024-10-22 09:36:09.597062,mobile,entertainment,MERCH_7102,Location_048,False
TXN_00001208,CUST_01493,284.8837906917573,2024-11-29 02:47:09.597062,in_store,restaurant,MERCH_7902,Location_043,False
TXN_00001209,CUST_00342,780.4163601044853,2025-01-09 18:29:09.597062,online,restaurant,MERCH_9923,Location_038,False
TXN_00001210,CUST_00237,175.43264772292372,2025-05-27 10:24:09.597062,online,gas,MERCH_1034,Location_023,False
TXN_00001211,CUST_01246,1383.1699428516044,2025-06-14 22:25:09.597062,in_store,grocery,MERCH_3527,Location_005,False
TXN_00001212,CUST_01008,203.13232043433953,2024-08-07 02:23:09.597062,in_store,grocery,MERCH_5253,Location_017,False
TXN_00001213,CUST_01851,459.32442075665523,2025-02-17 07:23:09.597062,online,retail,MERCH_6166,Location_088,False
TXN_00001214,CUST_00705,120.46528747242738,2025-04-25 14:57:09.597062,mobile,grocery,MERCH_5220,Location_082,False
TXN_00001215,CUST_01315,407.9635472963151,2025-07-06 12:12:09.597062,online,entertainment,MERCH_4307,Location_066,False
TXN_00001216,CUST_00110,438.65628056742116,2025-03-10 02:49:09.597062,mobile,gas,MERCH_3300,Location_071,False
TXN_00001217,CUST_01055,234.73136372768022,2024-12-03 11:52:09.597062,online,grocery,MERCH_5581,Location_027,False
TXN_00001218,CUST_01293,23.95388007046026,2025-02-04 02:27:09.597062,in_store,entertainment,MERCH_6555,Location_078,False
TXN_00001219,CUST_01707,112.11464055925713,2024-11-08 13:11:09.597062,in_store,grocery,MERCH_7406,Location_056,False
TXN_00001220,CUST_00522,349.7045911117432,2025-04-18 09:07:09.597062,in_store,entertainment,MERCH_6904,Location_021,False
TXN_00001221,CUST_00297,150.7940251578964,2025-03-26 00:36:09.597062,online,retail,MERCH_4787,Location_069,False
TXN_00001222,CUST_01422,825.5883764873342,2025-07-08 21:10:09.597062,in_store,gas,MERCH_3013,Location_067,False
TXN_00001223,CUST_00349,1472.2340609314542,2024-11-18 03:25:09.597062,online,entertainment,MERCH_8503,Location_003,False
TXN_00001224,CUST_00523,233.7933712258751,2025-01-20 21:27:09.597062,mobile,entertainment,MERCH_6326,Location_087,False
TXN_00001225,CUST_00380,56.62368839565942,2024-10-21 14:58:09.597062,online,retail,MERCH_2478,Location_002,False
TXN_00001226,CUST_01939,239.22807920330794,2024-12-04 17:06:09.597062,online,entertainment,MERCH_1760,Location_071,False
TXN_00001227,CUST_01015,127.23198981277326,2024-10-19 13:11:09.597062,in_store,grocery,MERCH_6461,Location_026,False
TXN_00001228,CUST_01493,168.6971628475018,2024-07-23 14:19:09.597062,online,restaurant,MERCH_7966,Location_077,False
TXN_00001229,CUST_01371,137.99873032115403,2024-11-27 20:27:09.597062,online,retail,MERCH_3266,Location_095,False
TXN_00001230,CUST_01966,500.01435214575747,2025-06-21 05:45:09.597062,in_store,entertainment,MERCH_5849,Location_044,False
TXN_00001231,CUST_01387,161.30873513889387,2025-04-09 16:28:09.597062,online,entertainment,MERCH_9288,Location_077,False
TXN_00001232,CUST_01487,622.517204743622,2024-09-04 18:58:09.597062,online,gas,MERCH_1434,Location_049,False
TXN_00001233,CUST_01802,263.2401975594855,2025-01-29 01:01:09.597062,mobile,retail,MERCH_2777,Location_071,False
TXN_00001234,CUST_00585,72.94264478108747,2025-05-10 15:56:09.597062,mobile,grocery,MERCH_2775,Location_065,False
TXN_00001235,CUST_01899,325.215683100501,2024-11-25 13:44:09.597062,online,grocery,MERCH_6314,Location_075,True
TXN_00001236,CUST_01793,148.03238540649124,2024-12-05 19:04:09.597062,online,gas,MERCH_1349,Location_085,False
TXN_00001237,CUST_00220,107.12916030849001,2025-04-24 02:27:09.597062,online,grocery,MERCH_8259,Location_099,False
TXN_00001238,CUST_01077,209.64280415870545,2025-02-12 09:34:09.597062,mobile,grocery,MERCH_4345,Location_087,False
TXN_00001239,CUST_00590,102.6680866673872,2025-03-21 08:41:09.597062,online,restaurant,MERCH_7437,Location_056,False
TXN_00001240,CUST_01152,21.39606236096455,2025-07-01 09:47:09.597062,in_store,gas,MERCH_2016,Location_029,False
TXN_00001241,CUST_00470,79.08043528930858,2025-06-21 15:51:09.597062,online,grocery,MERCH_5037,Location_003,False
TXN_00001242,CUST_01374,145.9361997816569,2024-11-27 01:49:09.597062,online,grocery,MERCH_1268,Location_079,False
TXN_00001243,CUST_01906,79.97063954552094,2025-05-23 09:29:09.597062,mobile,gas,MERCH_6990,Location_072,False
TXN_00001244,CUST_01995,348.2338094216503,2025-02-07 14:13:09.597062,online,restaurant,MERCH_5958,Location_083,False
TXN_00001245,CUST_01127,64.06360870533838,2025-02-06 10:02:09.597062,online,retail,MERCH_7366,Location_068,False
TXN_00001246,CUST_00850,78.39487556733182,2025-05-20 00:49:09.597062,in_store,retail,MERCH_8477,Location_011,False
TXN_00001247,CUST_01908,332.5689441908138,2024-11-05 19:43:09.597062,online,gas,MERCH_8148,Location_014,False
TXN_00001248,CUST_01948,651.525560551265,2025-04-10 11:31:09.597062,in_store,entertainment,MERCH_9351,Location_070,False
TXN_00001249,CUST_01984,26.234144003859218,2024-10-15 13:12:09.597062,online,grocery,MERCH_1678,Location_003,False
TXN_00001250,CUST_00220,259.59810838479575,2024-08-06 15:39:09.597062,in_store,gas,MERCH_3736,Location_045,False
TXN_00001251,CUST_00164,130.90898459147223,2025-05-11 16:15:09.597062,online,restaurant,MERCH_1076,Location_083,False
TXN_00001252,CUST_01727,48.146929194420714,2025-03-27 10:17:09.597062,online,grocery,MERCH_1971,Location_081,False
TXN_00001253,CUST_00410,555.517889078733,2024-10-19 04:04:09.597062,online,grocery,MERCH_3507,Location_012,False
TXN_00001254,CUST_01646,47.026184893529305,2025-06-16 02:59:09.597062,online,restaurant,MERCH_7893,Location_099,False
TXN_00001255,CUST_00884,345.07470029939253,2025-04-26 16:38:09.597062,in_store,retail,MERCH_8561,Location_016,False
TXN_00001256,CUST_01434,30.577275609933245,2025-04-27 20:03:09.597062,online,restaurant,MERCH_8390,Location_033,False
TXN_00001257,CUST_00704,319.51755232452695,2025-06-29 10:55:09.597062,online,restaurant,MERCH_2119,Location_087,False
TXN_00001258,CUST_00454,44.69060278916477,2025-03-09 15:45:09.597062,mobile,entertainment,MERCH_5071,Location_091,False
TXN_00001259,CUST_01440,861.699161729057,2024-11-24 12:06:09.597062,mobile,grocery,MERCH_8706,Location_069,False
TXN_00001260,CUST_01674,485.3773772397928,2024-07-17 01:47:09.597062,in_store,grocery,MERCH_8478,Location_044,False
TXN_00001261,CUST_00600,282.7913807303326,2024-10-14 16:53:09.597062,mobile,retail,MERCH_8216,Location_079,False
TXN_00001262,CUST_01587,174.6200603890921,2025-01-31 00:52:09.597062,mobile,gas,MERCH_3013,Location_065,False
TXN_00001263,CUST_00402,485.38014888308936,2025-01-07 19:14:09.597062,in_store,grocery,MERCH_3966,Location_083,False
TXN_00001264,CUST_01991,90.42300731223693,2024-11-16 03:00:09.597062,online,retail,MERCH_3856,Location_094,False
TXN_00001265,CUST_00025,308.0381472272456,2024-09-04 22:06:09.597062,mobile,gas,MERCH_2875,Location_030,False
TXN_00001266,CUST_01368,134.69864770296434,2025-03-17 10:10:09.597062,online,gas,MERCH_5927,Location_093,False
TXN_00001267,CUST_01601,199.28766252262542,2024-07-29 14:42:09.597062,online,gas,MERCH_3974,Location_028,False
TXN_00001268,CUST_00891,439.5012351841911,2024-12-17 18:08:09.597062,in_store,gas,MERCH_7795,Location_004,False
TXN_00001269,CUST_01648,728.7067590499134,2025-01-07 18:59:09.597062,in_store,restaurant,MERCH_2844,Location_081,False
TXN_00001270,CUST_01433,82.69300827382011,2024-12-12 09:27:09.597062,in_store,grocery,MERCH_5498,Location_098,False
TXN_00001271,CUST_01590,126.15613686376794,2024-10-01 11:33:09.597062,mobile,retail,MERCH_4180,Location_054,False
TXN_00001272,CUST_00132,83.35987270283957,2024-12-11 14:28:09.597062,in_store,gas,MERCH_5138,Location_021,False
TXN_00001273,CUST_01677,266.50330483760956,2024-10-27 05:44:09.597062,mobile,gas,MERCH_1423,Location_093,False
TXN_00001274,CUST_01672,50.307353452812215,2025-03-31 09:00:09.597062,mobile,gas,MERCH_2431,Location_034,False
TXN_00001275,CUST_00136,239.4389344227771,2025-06-20 18:56:09.597062,online,entertainment,MERCH_9523,Location_047,False
TXN_00001276,CUST_01824,255.08700757127076,2025-04-10 09:38:09.597062,mobile,retail,MERCH_8310,Location_096,False
TXN_00001277,CUST_01880,703.0420694667185,2025-06-20 19:51:09.597062,online,gas,MERCH_4453,Location_076,False
TXN_00001278,CUST_01364,177.74159520013285,2024-11-08 12:26:09.597062,online,grocery,MERCH_4313,Location_084,False
TXN_00001279,CUST_00669,80.30302923053875,2025-06-12 09:35:09.597062,in_store,entertainment,MERCH_5606,Location_060,False
TXN_00001280,CUST_01486,102.84161095453554,2024-12-19 22:05:09.597062,in_store,restaurant,MERCH_5346,Location_094,False
TXN_00001281,CUST_00109,351.83196278421894,2025-04-20 16:46:09.597062,in_store,entertainment,MERCH_5873,Location_044,False
TXN_00001282,CUST_00692,165.0230914697214,2025-04-28 05:51:09.597062,mobile,grocery,MERCH_4789,Location_061,False
TXN_00001283,CUST_00678,20.451659965520196,2025-06-22 17:02:09.597062,mobile,entertainment,MERCH_5938,Location_015,False
TXN_00001284,CUST_00054,653.3404896930789,2025-01-23 01:18:09.597062,online,entertainment,MERCH_8218,Location_013,False
TXN_00001285,CUST_00581,81.40764896217134,2025-01-11 05:50:09.597062,mobile,gas,MERCH_2629,Location_098,False
TXN_00001286,CUST_00002,168.82814279630702,2025-01-04 23:43:09.597062,online,restaurant,MERCH_5600,Location_072,False
TXN_00001287,CUST_00582,2007.7399251652464,2025-01-27 23:54:09.597062,mobile,gas,MERCH_8988,Location_024,False
TXN_00001288,CUST_01728,124.8131156782857,2025-05-09 21:13:09.597062,in_store,grocery,MERCH_6523,Location_023,False
TXN_00001289,CUST_01425,23.420611359557707,2024-12-31 22:41:09.597062,online,grocery,MERCH_5047,Location_010,False
TXN_00001290,CUST_01435,140.54682998167524,2024-11-18 16:10:09.597062,mobile,gas,MERCH_1537,Location_055,False
TXN_00001291,CUST_01483,1893.236057472216,2025-05-25 19:02:09.597062,in_store,gas,MERCH_5293,Location_014,False
TXN_00001292,CUST_00920,606.3496716142101,2024-10-07 20:05:09.597062,mobile,gas,MERCH_5277,Location_088,False
TXN_00001293,CUST_00638,236.75122932455767,2024-11-05 19:30:09.597062,mobile,restaurant,MERCH_1222,Location_055,False
TXN_00001294,CUST_00943,217.40937699949123,2025-04-23 03:32:09.597062,in_store,restaurant,MERCH_5411,Location_085,False
TXN_00001295,CUST_00229,211.986433419243,2024-11-13 20:32:09.597062,mobile,entertainment,MERCH_7823,Location_016,False
TXN_00001296,CUST_01216,106.392667433626,2024-10-29 08:36:09.597062,in_store,restaurant,MERCH_2393,Location_056,False
TXN_00001297,CUST_00023,468.512373190579,2024-09-01 23:26:09.597062,mobile,restaurant,MERCH_3161,Location_099,False
TXN_00001298,CUST_00558,74.85992160536401,2024-08-18 21:24:09.597062,online,gas,MERCH_8480,Location_099,False
TXN_00001299,CUST_01259,103.73343239397776,2025-04-09 13:13:09.597062,online,restaurant,MERCH_2943,Location_008,False
TXN_00001300,CUST_01661,60.02795815106364,2024-09-11 06:43:09.597062,in_store,entertainment,MERCH_6773,Location_030,False
TXN_00001301,CUST_00182,244.93145420197425,2025-04-01 18:10:09.597062,in_store,retail,MERCH_5004,Location_015,False
TXN_00001302,CUST_00034,181.48555944276984,2024-09-23 21:56:09.597062,online,restaurant,MERCH_9520,Location_092,False
TXN_00001303,CUST_00992,32.14820119656889,2024-07-28 16:52:09.597062,online,entertainment,MERCH_7354,Location_086,False
TXN_00001304,CUST_00964,224.04653175295346,2024-09-05 09:29:09.597062,online,grocery,MERCH_9470,Location_068,False
TXN_00001305,CUST_01561,960.3766757737067,2025-04-17 17:39:09.597062,in_store,gas,MERCH_1121,Location_048,False
TXN_00001306,CUST_01476,260.44686446224364,2024-10-24 09:12:09.597062,mobile,gas,MERCH_5965,Location_031,False
TXN_00001307,CUST_00233,225.87581599723762,2025-04-16 12:37:09.597062,online,entertainment,MERCH_1183,Location_017,False
TXN_00001308,CUST_00370,123.18972015164276,2025-06-29 16:55:09.597062,mobile,retail,MERCH_6078,Location_069,False
TXN_00001309,CUST_00620,334.2065683585138,2024-11-04 06:44:09.597062,in_store,grocery,MERCH_1677,Location_065,False
TXN_00001310,CUST_00941,56.228794506433694,2025-04-05 22:54:09.597062,in_store,entertainment,MERCH_8818,Location_074,False
TXN_00001311,CUST_01449,500.67826483261365,2025-06-02 09:15:09.597062,in_store,gas,MERCH_2701,Location_022,False
TXN_00001312,CUST_00542,252.84530176554577,2024-08-23 10:39:09.597062,online,gas,MERCH_3022,Location_085,False
TXN_00001313,CUST_00127,314.56235767975994,2025-06-28 01:39:09.597062,in_store,restaurant,MERCH_5930,Location_063,False
TXN_00001314,CUST_00640,328.98849020055286,2025-03-04 00:56:09.597062,mobile,entertainment,MERCH_9002,Location_019,False
TXN_00001315,CUST_01835,51.94295761483086,2024-10-04 13:14:09.597062,in_store,grocery,MERCH_2379,Location_094,False
TXN_00001316,CUST_00447,84.60283818905158,2025-06-11 12:03:09.597062,in_store,restaurant,MERCH_6752,Location_074,False
TXN_00001317,CUST_01933,194.7934793097023,2025-01-26 08:49:09.597062,in_store,gas,MERCH_6806,Location_002,False
TXN_00001318,CUST_00166,33.85422216397566,2024-08-13 11:39:09.597062,mobile,restaurant,MERCH_8927,Location_090,False
TXN_00001319,CUST_00826,88.11371362834112,2024-08-24 22:49:09.597062,mobile,gas,MERCH_8640,Location_011,False
TXN_00001320,CUST_01656,469.02024137731433,2025-06-11 16:38:09.597062,in_store,restaurant,MERCH_7614,Location_055,False
TXN_00001321,CUST_01557,69.87536816733027,2025-01-10 15:05:09.597062,online,gas,MERCH_5766,Location_018,False
TXN_00001322,CUST_01455,113.08039769485336,2024-09-29 18:16:09.597062,mobile,restaurant,MERCH_7121,Location_008,False
TXN_00001323,CUST_01494,201.4431766363993,2025-02-07 16:59:09.597062,mobile,restaurant,MERCH_1092,Location_098,False
TXN_00001324,CUST_01347,63.44301393298633,2025-02-01 19:36:09.597062,online,gas,MERCH_4841,Location_007,False
TXN_00001325,CUST_00472,269.8433810287112,2024-09-12 19:58:09.597062,mobile,grocery,MERCH_5958,Location_095,False
TXN_00001326,CUST_00241,55.67450562740887,2025-06-11 16:00:09.597062,online,entertainment,MERCH_8543,Location_004,False
TXN_00001327,CUST_00074,460.5347584862806,2024-07-18 10:36:09.597062,mobile,restaurant,MERCH_7989,Location_032,False
TXN_00001328,CUST_01539,28.485543782671556,2024-12-13 20:01:09.597062,mobile,grocery,MERCH_8026,Location_033,False
TXN_00001329,CUST_00327,44.445720527657706,2025-02-27 16:56:09.597062,in_store,restaurant,MERCH_6136,Location_046,False
TXN_00001330,CUST_01369,190.79200195341943,2024-12-31 20:27:09.597062,mobile,entertainment,MERCH_1265,Location_046,False
TXN_00001331,CUST_01186,103.22486374167987,2024-12-06 01:53:09.597062,in_store,grocery,MERCH_9451,Location_088,False
TXN_00001332,CUST_01687,349.74760156400345,2025-06-29 19:04:09.597062,mobile,gas,MERCH_1721,Location_001,False
TXN_00001333,CUST_01371,139.80096001264272,2024-10-10 10:03:09.597062,mobile,grocery,MERCH_2476,Location_020,False
TXN_00001334,CUST_00027,209.49810122776873,2025-01-15 19:12:09.597062,mobile,entertainment,MERCH_3395,Location_049,False
TXN_00001335,CUST_01138,131.94805444476975,2024-09-16 15:27:09.597062,online,grocery,MERCH_1159,Location_002,False
TXN_00001336,CUST_01369,239.09296662836687,2024-12-09 09:17:09.597062,mobile,restaurant,MERCH_1243,Location_023,False
TXN_00001337,CUST_00945,135.3221631054678,2024-08-03 22:10:09.597062,mobile,restaurant,MERCH_9129,Location_010,False
TXN_00001338,CUST_00649,159.57066587499247,2024-07-20 08:39:09.597062,in_store,retail,MERCH_4761,Location_035,False
TXN_00001339,CUST_01284,217.54504341500126,2024-10-24 04:43:09.597062,online,entertainment,MERCH_4615,Location_030,False
TXN_00001340,CUST_01555,258.1621109405189,2025-07-09 01:53:09.597062,online,entertainment,MERCH_6363,Location_029,False
TXN_00001341,CUST_01686,79.76192496877042,2025-04-28 16:36:09.597062,online,gas,MERCH_2855,Location_060,False
TXN_00001342,CUST_01795,269.65007671090405,2024-11-20 18:24:09.597062,online,retail,MERCH_2880,Location_029,False
TXN_00001343,CUST_00061,196.93545405781435,2025-04-04 02:15:09.597062,mobile,retail,MERCH_8451,Location_031,False
TXN_00001344,CUST_00845,463.20073061121343,2024-12-20 19:35:09.597062,online,entertainment,MERCH_9475,Location_080,False
TXN_00001345,CUST_01028,701.4335548067006,2025-03-11 00:02:09.597062,online,restaurant,MERCH_5032,Location_062,False
TXN_00001346,CUST_01217,73.22102942326583,2024-11-03 00:29:09.597062,online,gas,MERCH_8665,Location_061,False
TXN_00001347,CUST_01831,338.13394458273086,2025-04-25 07:59:09.597062,mobile,gas,MERCH_2837,Location_072,False
TXN_00001348,CUST_01059,176.52108979492562,2025-02-04 20:18:09.597062,mobile,entertainment,MERCH_9403,Location_085,False
TXN_00001349,CUST_01915,559.0244049714556,2025-06-18 23:19:09.597062,online,gas,MERCH_6196,Location_037,False
TXN_00001350,CUST_00629,1220.325142195763,2024-09-01 08:41:09.597062,mobile,grocery,MERCH_7503,Location_082,False
TXN_00001351,CUST_00384,159.41253223223399,2025-05-03 02:15:09.597062,mobile,gas,MERCH_5749,Location_035,False
TXN_00001352,CUST_01444,65.57548976555087,2025-05-23 19:20:09.597062,online,gas,MERCH_3033,Location_075,False
TXN_00001353,CUST_00146,44.42714141517036,2025-03-07 13:37:09.597062,mobile,grocery,MERCH_3215,Location_084,False
TXN_00001354,CUST_01740,528.1482996531112,2025-01-16 13:10:09.597062,online,gas,MERCH_2006,Location_098,False
TXN_00001355,CUST_00537,109.38731013600602,2025-06-01 04:08:09.597062,mobile,restaurant,MERCH_4726,Location_050,True
TXN_00001356,CUST_01294,167.7241387742183,2025-02-11 21:33:09.597062,in_store,entertainment,MERCH_7899,Location_080,False
TXN_00001357,CUST_01527,81.91103759737418,2025-06-08 01:52:09.597062,mobile,grocery,MERCH_5122,Location_082,False
TXN_00001358,CUST_00671,339.5132764444474,2025-02-21 20:52:09.597062,online,gas,MERCH_3166,Location_019,False
