transaction_id,customer_id,amount,channel,merchant_category,composite_fraud_score,fraud_risk_level,recommended_action,chargeback_risk_score,velocity_risk_score,pattern_risk_score,is_actual_fraud
TXN_00002362,CUST_000208,59.01,mobile,subscription,0.059279225779704695,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001417,CUST_000208,46.63,online,restaurant,0.05600383721566429,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000171,CUST_000208,61.14,in-store,grocery,0.04492349696755671,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002435,CUST_000211,135.84,mobile,subscription,0.18744994865394402,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000134,CUST_000212,29.97,in-store,grocery,0.023853272467975882,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002877,CUST_000212,90.11,in-store,gas,0.020814605686565187,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002560,CUST_000212,163.81,in-store,gas,0.025595901634666962,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000147,CUST_000212,177.93,online,restaurant,0.0243193904982366,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000554,CUST_000213,185.42,in-store,utilities,0.16968752148963945,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001419,CUST_000213,162.76,in-store,pharmacy,0.1633138585979917,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002655,CUST_000213,135.48,in-store,retail,0.1656110484843847,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002994,CUST_000214,150.81,online,restaurant,0.04996217436692199,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002607,CUST_000214,127.14,online,gas,0.04868045100028978,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000153,CUST_000214,150.27,in-store,pharmacy,0.04681214470028727,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001477,CUST_000215,78.7,mobile,grocery,0.05803309831917507,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001605,CUST_000216,106.29,in-store,pharmacy,0.09679971292972468,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001212,CUST_000216,17.36,in-store,utilities,0.11800178567367614,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000932,CUST_000216,51.37,mobile,pharmacy,0.1046109329682996,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000382,CUST_000216,138.44,in-store,grocery,0.10930694963570517,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001934,CUST_000216,169.44,mobile,pharmacy,0.11159283785483282,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000190,CUST_000217,282.77,mobile,utilities,0.10008635316610755,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001643,CUST_000219,35.2,in-store,retail,0.16597277343160116,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000304,CUST_000219,54.85,in-store,gas,0.17588923516136698,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002121,CUST_000219,6.98,mobile,grocery,0.17169237771287174,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001114,CUST_000219,26.01,online,retail,0.17526987570776414,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000917,CUST_000220,115.9,in-store,gas,0.13847870224792616,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001382,CUST_000220,315.23,in-store,grocery,0.1354498827421307,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002148,CUST_000220,243.48,in-store,utilities,0.13369783299722596,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001935,CUST_000220,430.95,in-store,gas,0.14022374392062412,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002611,CUST_000221,86.07,online,utilities,0.1570107851634627,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000938,CUST_000222,39.87,in-store,subscription,0.19338265209507913,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000256,CUST_000223,271.02,in-store,grocery,0.18142805429740247,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002482,CUST_000224,35.52,mobile,restaurant,0.12909636932101293,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001793,CUST_000224,66.67,in-store,grocery,0.13956911666996183,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000539,CUST_000225,152.88,in-store,retail,0.1160054919832608,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000110,CUST_000225,257.75,mobile,pharmacy,0.13066967153207396,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002001,CUST_000225,386.22,in-store,gas,0.13159361125813684,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000082,CUST_000225,324.24,in-store,utilities,0.12566646629257885,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000228,CUST_000226,125.56,online,utilities,0.07959871932438678,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000972,CUST_000226,51.95,in-store,gas,0.08768970114428981,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001198,CUST_000227,199.46,in-store,restaurant,0.18386651451284325,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001395,CUST_000227,150.74,in-store,gas,0.19566317823851068,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000320,CUST_000227,109.87,in-store,retail,0.19025171986898495,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002381,CUST_000227,60.31,in-store,grocery,0.18589005934675923,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000135,CUST_000228,25.11,in-store,retail,0.08537173304501028,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000828,CUST_000228,2.86,in-store,gas,0.09222661937615163,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000712,CUST_000229,10.0,online,pharmacy,0.12181345341303959,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001254,CUST_000230,34.24,in-store,pharmacy,0.07596427510332511,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002087,CUST_000230,119.88,in-store,grocery,0.08424725201056624,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001877,CUST_000231,116.27,in-store,gas,0.24992898391167295,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00002026,CUST_000231,123.37,in-store,retail,0.25317027892712846,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00001846,CUST_000231,111.54,online,grocery,0.24730099409689088,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000633,CUST_000232,279.61,online,utilities,0.1317325973296845,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001661,CUST_000232,296.23,mobile,grocery,0.14670078802338016,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000565,CUST_000233,57.02,mobile,subscription,0.08355632341890788,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001482,CUST_000233,1.0,mobile,utilities,0.0730785286338378,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002817,CUST_000234,66.72,online,gas,0.06098721750509907,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000849,CUST_000234,74.36,in-store,restaurant,0.061579489118758934,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000457,CUST_000234,40.0,mobile,restaurant,0.08318094403731992,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002921,CUST_000235,136.27,in-store,subscription,0.15523704589306175,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000187,CUST_000235,163.93,in-store,retail,0.1555921305617393,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002299,CUST_000235,107.55,online,gas,0.14714509483525615,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001201,CUST_000235,174.02,in-store,pharmacy,0.1513466206688333,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002645,CUST_000236,88.57,mobile,subscription,0.16702029811522273,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002092,CUST_000236,29.36,online,restaurant,0.17817550886034286,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001035,CUST_000236,63.71,mobile,grocery,0.1811365377116108,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002723,CUST_000237,45.6,in-store,utilities,0.10506738728090653,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000629,CUST_000237,196.09,online,subscription,0.10897638379227681,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002187,CUST_000237,245.07,in-store,utilities,0.1065595934044263,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000132,CUST_000237,356.11,in-store,gas,0.1192431007484224,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002467,CUST_000237,262.86,online,retail,0.11448660811317485,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001682,CUST_000237,294.0,mobile,pharmacy,0.11571872228131035,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000114,CUST_000239,19.92,in-store,pharmacy,0.14366186965153063,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000444,CUST_000239,24.24,online,restaurant,0.1433408293810572,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000347,CUST_000239,18.45,in-store,restaurant,0.1530057644456293,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001283,CUST_000239,9.43,in-store,grocery,0.15533643377420656,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001427,CUST_000239,11.51,mobile,gas,0.15423113329770705,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002830,CUST_000240,133.59,in-store,gas,0.19213485267524807,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001821,CUST_000240,83.08,online,utilities,0.17887714607388397,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001866,CUST_000240,98.5,online,pharmacy,0.18970622385303626,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002685,CUST_000240,53.45,online,retail,0.18121078508051588,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001454,CUST_000240,123.6,online,gas,0.18043238418343957,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002925,CUST_000240,98.62,in-store,restaurant,0.1798463255754063,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000442,CUST_000240,104.81,in-store,grocery,0.186651618104541,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000947,CUST_000240,117.01,online,pharmacy,0.18626571659052896,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002595,CUST_000240,111.5,online,gas,0.18556654744990372,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002989,CUST_000241,165.33,online,pharmacy,0.09153451431918977,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001526,CUST_000241,29.48,mobile,subscription,0.10040915193517568,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002431,CUST_000242,329.38,mobile,pharmacy,0.09302389459058807,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001674,CUST_000243,37.75,in-store,grocery,0.12104498147593082,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001850,CUST_000244,20.5,mobile,subscription,0.0779065112119195,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002256,CUST_000244,20.32,in-store,utilities,0.08440902872133908,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002419,CUST_000244,57.18,online,restaurant,0.07883110156269621,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001699,CUST_000244,19.92,in-store,retail,0.0802366540408735,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001814,CUST_000244,37.93,mobile,gas,0.0839937234180844,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000837,CUST_000245,235.47,mobile,retail,0.12372247948393132,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000982,CUST_000245,142.79,in-store,gas,0.10802396102323371,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001750,CUST_000245,65.34,online,gas,0.11468608681544283,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000900,CUST_000245,155.83,mobile,utilities,0.12144316285457399,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001276,CUST_000245,84.1,mobile,grocery,0.12081644246746076,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002332,CUST_000245,123.39,online,pharmacy,0.11713794258988228,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001021,CUST_000246,9.51,in-store,restaurant,0.11289169787471548,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002509,CUST_000246,170.03,in-store,pharmacy,0.11246288772755085,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001602,CUST_000246,255.28,in-store,gas,0.09886581005058404,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000965,CUST_000246,246.92,in-store,restaurant,0.09655829002037271,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002896,CUST_000247,1.0,in-store,subscription,0.17557783683036451,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000045,CUST_000247,12.44,mobile,utilities,0.17043672314254016,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001857,CUST_000247,12.86,in-store,gas,0.18377928218511957,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000469,CUST_000248,68.86,in-store,pharmacy,0.08205796877171612,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002281,CUST_000248,70.22,in-store,retail,0.08642234082880115,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001816,CUST_000248,56.72,mobile,subscription,0.0856237542333069,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000503,CUST_000248,24.7,in-store,pharmacy,0.09258940403865128,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000213,CUST_000249,198.01,mobile,gas,0.10024122949634508,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000368,CUST_000250,22.15,in-store,retail,0.16338053734174052,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002247,CUST_000250,18.68,mobile,retail,0.1806406374701093,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001316,CUST_000250,21.35,in-store,grocery,0.17903228943439164,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000465,CUST_000250,25.66,in-store,gas,0.1817921053021951,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001642,CUST_000250,22.4,in-store,restaurant,0.1829616890888548,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002416,CUST_000250,15.98,mobile,gas,0.17226048258937943,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001239,CUST_000251,145.9,online,pharmacy,0.12550051380776964,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000312,CUST_000251,21.22,mobile,subscription,0.13754095301563912,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000585,CUST_000251,168.11,in-store,gas,0.1282532015262927,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001117,CUST_000251,1.0,in-store,retail,0.13435861328866877,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002774,CUST_000251,130.13,mobile,restaurant,0.12436818330217358,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002339,CUST_000252,159.63,online,grocery,0.15617641746776564,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000310,CUST_000252,273.61,online,grocery,0.1444737691922204,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002212,CUST_000252,346.4,online,grocery,0.13542805695607182,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000617,CUST_000252,295.31,in-store,utilities,0.14971683657516296,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001999,CUST_000252,319.5,online,gas,0.14550631585798496,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001854,CUST_000252,100.67,in-store,gas,0.14514030389131563,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000000,CUST_000252,193.8,in-store,grocery,0.15392548471841896,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001733,CUST_000253,357.46,mobile,restaurant,0.12774090530327598,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000364,CUST_000253,76.48,in-store,grocery,0.12642611049225674,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002027,CUST_000254,18.3,online,retail,0.13372156331434867,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002490,CUST_000254,1.0,in-store,restaurant,0.14821374171243343,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000493,CUST_000254,21.06,mobile,retail,0.13651711530319705,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002727,CUST_000254,1.94,in-store,pharmacy,0.1336796500097336,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001673,CUST_000255,141.91,online,retail,0.12198840594086854,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002777,CUST_000255,34.87,in-store,utilities,0.12753836879127875,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000498,CUST_000255,126.17,online,gas,0.1118295433459429,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002897,CUST_000255,70.89,mobile,grocery,0.12380537896195558,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001137,CUST_000255,1.0,in-store,restaurant,0.1328413966347216,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002639,CUST_000256,27.53,in-store,gas,0.08915845312562506,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000089,CUST_000256,49.75,mobile,pharmacy,0.10777052004734364,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002296,CUST_000256,18.28,in-store,grocery,0.10743939669019525,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000691,CUST_000256,42.77,mobile,gas,0.10420387700216058,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002589,CUST_000257,284.51,in-store,gas,0.13421914108259114,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002691,CUST_000257,73.98,online,retail,0.1361869028172881,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000249,CUST_000258,277.41,mobile,restaurant,0.04623398500784188,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000850,CUST_000258,155.0,in-store,subscription,0.04708640284520933,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001412,CUST_000258,179.46,in-store,gas,0.048300244323975526,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001188,CUST_000258,366.79,mobile,grocery,0.051126767472281134,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001611,CUST_000259,83.86,mobile,retail,0.21394490181988232,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000657,CUST_000260,89.0,in-store,retail,0.08479047342717833,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000655,CUST_000260,241.21,mobile,retail,0.08581292116473065,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000097,CUST_000261,1.0,online,restaurant,0.16281863773907582,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001754,CUST_000262,128.39,in-store,restaurant,0.10214986024802317,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001751,CUST_000262,85.49,in-store,restaurant,0.1098139415526507,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000797,CUST_000263,109.62,in-store,grocery,0.15331117222424248,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000711,CUST_000263,93.35,online,utilities,0.16011607697741806,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000960,CUST_000263,45.31,online,pharmacy,0.16132782106330548,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001337,CUST_000263,24.44,mobile,retail,0.15591198961652553,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001662,CUST_000264,310.07,online,utilities,0.1632211240713737,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000074,CUST_000265,104.84,in-store,pharmacy,0.15854409794430083,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000854,CUST_000265,74.48,in-store,utilities,0.15412352121189965,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000492,CUST_000266,291.49,mobile,grocery,0.1384853179907863,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001859,CUST_000266,205.27,in-store,subscription,0.1407477143227266,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002683,CUST_000266,165.27,mobile,pharmacy,0.1326577722986698,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002067,CUST_000266,1.0,online,utilities,0.12923581456339686,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000064,CUST_000266,279.81,online,subscription,0.1254922904604263,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002350,CUST_000267,62.9,mobile,utilities,0.042463954605557824,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002808,CUST_000267,165.04,mobile,restaurant,0.0474371634714362,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001360,CUST_000268,92.48,mobile,pharmacy,0.22854461718414204,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00001157,CUST_000268,104.79,in-store,grocery,0.23354839291154464,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000072,CUST_000268,119.81,in-store,restaurant,0.22923841544009022,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000774,CUST_000268,84.59,online,restaurant,0.2279983869671796,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000032,CUST_000268,93.8,in-store,retail,0.2193780160137638,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000941,CUST_000269,21.86,mobile,pharmacy,0.11841261456632042,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002218,CUST_000270,30.66,mobile,retail,0.06702123661017667,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002136,CUST_000270,1.0,online,subscription,0.050837330555006714,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001553,CUST_000270,48.11,in-store,utilities,0.044042482456994735,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002790,CUST_000270,85.75,in-store,pharmacy,0.049896483297535266,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001922,CUST_000270,71.72,in-store,pharmacy,0.06455439978907065,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000109,CUST_000271,61.93,in-store,restaurant,0.2059810525936526,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00002713,CUST_000271,21.04,in-store,restaurant,0.21331107603146296,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00000825,CUST_000272,103.5,in-store,utilities,0.08415824002988104,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002961,CUST_000272,219.61,in-store,utilities,0.09725488773970396,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002185,CUST_000273,114.63,mobile,subscription,0.09696229467316045,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002571,CUST_000273,83.86,online,gas,0.10177486537398286,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000590,CUST_000273,210.45,in-store,subscription,0.10235693539852657,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001315,CUST_000273,89.57,in-store,utilities,0.10422948332583512,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000078,CUST_000274,191.31,in-store,grocery,0.04100655667153341,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001872,CUST_000274,212.72,in-store,retail,0.05266216514290284,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002531,CUST_000275,126.25,in-store,grocery,0.07895630964265075,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002191,CUST_000275,1.0,in-store,gas,0.09268359022515149,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000928,CUST_000275,66.96,online,grocery,0.08880094595280018,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002169,CUST_000275,118.07,online,subscription,0.07341336811687652,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000003,CUST_000275,111.59,in-store,utilities,0.09159209363847345,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000721,CUST_000275,118.52,mobile,subscription,0.08502537637073264,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002458,CUST_000275,52.32,online,pharmacy,0.08368617507065364,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001072,CUST_000275,90.89,online,subscription,0.07568568537273362,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000968,CUST_000277,91.56,in-store,restaurant,0.14844400932633814,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000294,CUST_000277,78.31,online,retail,0.1238336707093763,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002786,CUST_000278,62.44,mobile,utilities,0.1043422626311744,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000409,CUST_000279,29.24,online,pharmacy,0.13061926742849087,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002476,CUST_000279,90.55,in-store,pharmacy,0.12356312425151106,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002987,CUST_000280,228.08,mobile,pharmacy,0.16564331554559522,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000586,CUST_000280,154.27,in-store,retail,0.15761654166875216,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000349,CUST_000280,135.43,in-store,grocery,0.16891922821335564,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001891,CUST_000281,37.33,mobile,jewelry,0.7263677474864513,HIGH,MANUAL_REVIEW,1.0,0.0,0.0,True
TXN_00000856,CUST_000281,3552.05,online,crypto,0.799369562370327,HIGH,MANUAL_REVIEW,1.0,0.0,0.0,True
TXN_00000559,CUST_000283,53.7,mobile,subscription,0.09803146706639342,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001287,CUST_000283,54.68,online,retail,0.09373241047915803,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002922,CUST_000283,65.69,in-store,pharmacy,0.0901204023011994,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001978,CUST_000283,56.45,mobile,utilities,0.09095426650060737,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001770,CUST_000283,81.06,in-store,grocery,0.08923859452341616,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002314,CUST_000284,314.76,mobile,grocery,0.07459520572595571,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001783,CUST_000284,198.26,online,retail,0.0786469825446302,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002967,CUST_000284,174.21,online,gas,0.07650416713707137,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000566,CUST_000284,350.09,in-store,gas,0.07971235299386861,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002944,CUST_000284,314.13,in-store,restaurant,0.09313083538130021,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000477,CUST_000284,263.19,in-store,restaurant,0.0841249325331759,MINIMAL,APPROVE,0.0,0.0,0.0,False
